DAU;002
0001;931200;20160218;134220;;;
931100;20160218;134220;803827
931107;20150930;065859;Begin;1.044056;0.125745;0.000000;4.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;0800-EV-134-20-11941;;1;
931107;20150930;065921;;1.044056;0.125744;0.005600;12.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;0800-EV-134-20-11944;;1;
931107;20150930;065927;;1.044059;0.125736;0.036326;21.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;0800-EV-134-20-11975;;1;
931107;20150930;065945;;1.044078;0.125699;0.206809;42.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;0800-EV-134-20-12145;;1;
931107;20150930;065957;;1.044097;0.125664;0.369447;55.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;0800-EV-134-20-12307;;1;
931107;20150930;070007;;1.044114;0.125630;0.524156;58.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;0800-EV-134-20-12462;;1;
931107;20150930;070017;;1.044130;0.125590;0.687023;60.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;0800-EV-134-20-12625;;1;
931107;20150930;070026;;1.044138;0.125544;0.846173;63.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;0800-EV-134-20-12784;;1;
931107;20150930;070036;;1.044139;0.125491;1.017558;59.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;0800-EV-134-20-12956;;1;
931107;20150930;070045;;1.044145;0.125444;1.173431;67.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;0800-EV-134-20-13114;;1;
931107;20150930;070054;;1.044157;0.125395;1.346447;67.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;0800-EV-134-20-13287;;1;
931107;20150930;070103;;1.044171;0.125351;1.518087;75.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;0800-EV-134-20-13461;;1;
931107;20150930;070110;;1.044188;0.125314;1.673133;80.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;0800-EV-134-20-13616;;1;
931107;20150930;070117;;1.044204;0.125277;1.834154;84.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;0800-EV-134-20-13777;;1;
931107;20150930;070124;;1.044221;0.125236;2.003999;87.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;0800-EV-134-20-13947;;1;
931107;20150930;070132;;1.044242;0.125195;2.190535;77.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;0800-EV-134-20-14135;;1;
931107;20150930;070140;;1.044268;0.125183;2.363872;79.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;0800-EV-134-20-14309;;1;
931107;20150930;070148;;1.044298;0.125182;2.553178;87.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;0800-EV-134-20-14499;;1;
931107;20150930;070155;;1.044324;0.125178;2.720822;84.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;0800-EV-134-20-14666;;1;
931107;20150930;070202;;1.044348;0.125161;2.881722;83.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;0800-EV-134-20-14826;;1;
931107;20150930;070209;;1.044369;0.125129;3.052429;90.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;0800-EV-134-20-14995;;1;
931107;20150930;070215;;1.044385;0.125094;3.205496;91.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;0800-EV-134-20-15148;;1;
931107;20150930;070222;;1.044403;0.125055;3.373513;80.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;0800-EV-134-20-15316;;1;
931107;20150930;070230;;1.044423;0.125019;3.547898;76.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;0800-EV-134-20-15491;;1;
931107;20150930;070238;;1.044444;0.124984;3.720344;77.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;0800-EV-134-20-15664;;1;
931107;20150930;070245;;1.044458;0.124945;3.874385;82.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;0800-EV-134-20-15817;;1;
931107;20150930;070252;;1.044468;0.124899;4.037659;82.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;0800-EV-134-20-15981;;1;
931107;20150930;070259;;1.044477;0.124853;4.195609;80.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;1200-EV-134-1-153;;1;
931107;20150930;070307;;1.044487;0.124806;4.359058;68.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;1200-EV-134-1-317;;1;
931107;20150930;070316;;1.044497;0.124759;4.521988;64.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;1200-EV-134-1-480;;1;
931107;20150930;070326;;1.044508;0.124705;4.706406;65.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;1200-EV-134-1-665;;1;
931107;20150930;070335;;1.044517;0.124661;4.860819;58.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;1200-EV-134-1-819;;1;
931107;20150930;070345;;1.044526;0.124615;5.017203;54.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;1200-EV-134-1-976;;1;
931107;20150930;070356;;1.044535;0.124569;5.175781;48.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;1200-EV-134-1-1134;;1;
931107;20150930;070409;;1.044543;0.124521;5.339409;42.000000;;;;;;;;;;;;;;;;;;;;;;;;;;;1200-EV-134-1-1298;;1;
